states,eta-chi,probabilities,W,Wp
"['HD_iVA', 'HA_VD']","[0.1, 0.9]","[45.0, 36.03437746770785]","['W1', 4.8884568847748415, [0.9419875691524193]]","['Wp3', -2.865052682162248, [2.5533925120379104]]"
"['HD_iVA', 'HA_VD']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W1', 2.1337702658127524, [0.9364187782721427]]","['Wp3', -8.298572540824814, [0.2540589695236089]]"
"['HD_iVA', 'HA_VD']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W1', 3.999982564831945, [1.7792946710640993]]","['Wp3', -2.429970306978846, [1.1790275563443389]]"
"['HD_iVA', 'HA_VD']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W1', 1.6955699763309584, [2.1257359352495935]]","['Wp3', -7.030971140565093, [2.584139577353141]]"
"['HD_iVA', 'HA_VD']","[0.3, 0.7]","[45.0, 36.03437746770785]","['W1', 3.152776583642368, [1.7296648931468663]]","['Wp3', -1.9827838038068357, [1.3469499108163099]]"
"['HD_iVA', 'HA_VD']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W2', 1.2848675790646922, [1.461167545022958]]","['Wp3', -5.703250460186979, [0.6875064914304713]]"
"['HD_iVA', 'HA_VD']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W1', 2.3724583613430985, [0.612163800998554]]","['Wp3', -1.541105173508326, [1.1682437069188631]]"
"['HD_iVA', 'HA_VD']","[0.5, 0.5]","[45.0, 0.057295779513082325]","['W3', 0.025353931742691904, [0.05909811163178497]]","['Wp3', -10.758456026095974, [1.23902705032359]]"
"['HD_iVA', 'HA_VD']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W2', 0.915114063629235, [2.526435667080811]]","['Wp3', -4.358461919419188, [1.823249041873681]]"
"['HD_iVA', 'HA_VD']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W1', 1.6798840594999747, [0.9006025032190887]]","['Wp3', -1.1235203741161117, [0.05567881100436836]]"
"['HD_iVA', 'HA_iVD']","[0.1, 0.9]","[45.0, 0.057295779513082325]","['W2', 0.017569724478365245, [0.4502474907559469]]","['Wp3', -17.59621657319526, [2.900537216114674]]"
"['HD_iVA', 'HA_iVD']","[0.1, 0.9]","[45.0, 18.045836623610466]","['W1', 4.632534145702776, [0.6192750515638097]]","['Wp3', -9.47285010559212, [1.2909364708948428]]"
"['HD_iVA', 'HA_iVD']","[0.1, 0.9]","[45.0, 36.03437746770785]","['W2', 7.543842561103545, [1.3102788090372357]]","['Wp3', -2.865052682162235, [2.105900936044757]]"
"['HD_iVA', 'HA_iVD']","[0.1, 0.9]","[45.0, 54.022918311805235]","['W2', 9.266207141891563, [2.004978095878598]]","['Wp3', -2.8635448384726145, [1.6059604899301136]]"
"['HD_iVA', 'HA_iVD']","[0.1, 0.9]","[45.0, 72.01145915590261]","['W1', 10.315226411311544, [2.647676780532779]]","['Wp3', -8.981654592596529, [1.5896143215566043]]"
"['HD_iVA', 'HA_iVD']","[0.1, 0.9]","[45.0, 90.0]","['W1', 10.994968917586059, [1.00441821542622]]","['Wp3', -15.423035092903127, [0.12880732529897812]]"
"['HD_iVA', 'HA_iVD']","[0.2, 0.8]","[45.0, 0.057295779513082325]","['W2', 0.014733085759491171, [0.45460045623194495]]","['Wp3', -16.111876496125724, [2.821187935523589]]"
"['HD_iVA', 'HA_iVD']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W2', 3.7634683432661267, [1.3262200756118545]]","['Wp3', -8.298572540824814, [3.0489453201977157]]"
"['HD_iVA', 'HA_iVD']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W2', 6.053006635505201, [0.7358652440389274]]","['Wp3', -2.429970306978821, [1.1887955008974533]]"
"['HD_iVA', 'HA_iVD']","[0.2, 0.8]","[45.0, 54.022918311805235]","['W1', 7.432504928290921, [1.9885076710820497]]","['Wp3', -2.423795774914507, [2.715755684811685]]"
"['HD_iVA', 'HA_iVD']","[0.2, 0.8]","[45.0, 72.01145915590261]","['W1', 8.304405372050697, [2.169534318420957]]","['Wp3', -7.713696660655279, [0.8573350830906702]]"
"['HD_iVA', 'HA_iVD']","[0.2, 0.8]","[45.0, 90.0]","['W1', 8.889785965624254, [1.170474261516975]]","['Wp3', -13.385907920067183, [1.1095067710991962]]"
"['HD_iVA', 'HA_iVD']","[0.3, 0.7]","[45.0, 0.057295779513082325]","['W2', 0.011880491339731236, [2.6574516619548745]]","['Wp3', -14.466266633976327, [1.7676672585852051]]"
"['HD_iVA', 'HA_iVD']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W2', 2.948623414593227, [2.6799898810286606]]","['Wp3', -7.03097114056509, [1.874035721723112]]"
"['HD_iVA', 'HA_iVD']","[0.3, 0.7]","[45.0, 36.03437746770785]","['W1', 4.696830777765921, [1.4395141415511479]]","['Wp3', -1.9827838038068362, [1.678545966148725]]"
"['HD_iVA', 'HA_iVD']","[0.3, 0.7]","[45.0, 54.022918311805235]","['W1', 5.7658200866301, [2.6842113663314873]]","['Wp3', -1.973491246773536, [2.448198334662646]]"
"['HD_iVA', 'HA_iVD']","[0.3, 0.7]","[45.0, 72.01145915590261]","['W2', 6.460030625917426, [1.0803466816916554]]","['Wp3', -6.3821821308207465, [0.13446500690383445]]"
"['HD_iVA', 'HA_iVD']","[0.3, 0.7]","[45.0, 90.0]","['W2', 6.938465801203259, [1.460872541126325]]","['Wp3', -11.212849195227166, [2.3582572397542543]]"
"['HD_iVA', 'HA_iVD']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W2', 2.207938822750612, [2.6244345963665454]]","['Wp3', -5.703250460186978, [1.3539225871395386]]"
"['HD_iVA', 'HA_iVD']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W1', 3.4906252576960335, [1.7523018901415317]]","['Wp3', -1.5411051735083292, [1.841320997875898]]"
"['HD_iVA', 'HA_iVD']","[0.4, 0.6]","[45.0, 54.022918311805235]","['W1', 4.2842832956890184, [2.6545241275369844]]","['Wp3', -1.530495868617077, [0.25770317754973265]]"
"['HD_iVA', 'HA_iVD']","[0.4, 0.6]","[45.0, 72.01145915590261]","['W1', 4.810199469100077, [2.4635813133171425]]","['Wp3', -5.034896319425838, [1.4692574543401384]]"
"['HD_iVA', 'HA_iVD']","[0.4, 0.6]","[45.0, 90.0]","['W1', 5.1798037597951385, [3.0089294680122007]]","['Wp3', -8.971567806422923, [1.3900333440904977]]"
"['HD_iVA', 'HA_iVD']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W1', 1.5572105354169081, [0.8364176428822755]]","['Wp3', -4.358461919419191, [1.8648478138185696]]"
"['HD_iVA', 'HA_iVD']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W1', 2.4475593205811412, [2.8513591288590976]]","['Wp3', -1.1235203741161102, [1.6862746848221564]]"
"['HD_iVA', 'HA_iVD']","[0.5, 0.5]","[45.0, 54.022918311805235]","['W1', 3.0036328931666896, [0.8832577062175359]]","['Wp3', -1.1133667665080036, [1.113985044209374]]"
"['HD_iVA', 'HA_iVD']","[0.5, 0.5]","[45.0, 72.01145915590261]","['W1', 3.3777241872562715, [2.181252913953508]]","['Wp3', -3.7272368726029357, [2.061578114991265]]"
"['HD_iVA', 'HA_iVD']","[0.5, 0.5]","[45.0, 90.0]","['W2', 3.6445097640688506, [2.5489138326321594]]","['Wp3', -6.746075574021572, [0.6337955379998674]]"
"['HA_VD', 'phi plus, phi minus']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W2', 0.03707808259998191, [2.0250188861273215]]","['Wp1', -3.778933199571806, [0.5403181576888133]]"
"['HA_VD', 'phi plus, phi minus']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W2', 0.23914671304511947, [2.507443400770907]]","['Wp1', -2.992351903879402, [2.8324961134238116]]"
"['HA_VD', 'psi plus, psi minus']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W1', 0.0370780825999808, [1.8585831237281571]]","['Wp3', -2.066071156140139, [0.9714395408956376]]"
"['HA_VD', 'psi plus, psi minus']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W1', 0.23914671304511947, [2.502942430071265]]","['Wp3', -1.2387678776087352, [0.4263287712729379]]"
"['HA_VD', 'HR_VL']","[0.1, 0.9]","[45.0, 0.057295779513082325]","['W4', 4.259991470358125, [2.652805387015238]]","['Wp2', -0.017587009845023482, [0.5756337592245924]]"
"['HA_VD', 'HR_VL']","[0.1, 0.9]","[45.0, 18.045836623610466]","['W4', 5.234399654353828, [1.7565622648597343]]","['Wp2', -6.10189495620692, [1.8739569652786692]]"
"['HA_VD', 'HR_VL']","[0.1, 0.9]","[45.0, 36.03437746770785]","['W2', 5.823259350070218, [1.8314373858281803]]","['Wp2', -12.718622108367306, [0.4429333426966606]]"
"['HA_VD', 'HR_VL']","[0.1, 0.9]","[45.0, 54.022918311805235]","['W2', 6.08150018120969, [1.061309767248354]]","['Wp2', -19.52626160910147, [0.12661382120947584]]"
"['HA_VD', 'HR_VL']","[0.1, 0.9]","[45.0, 72.01145915590261]","['W2', 6.241492811454686, [1.111609537322219]]","['Wp2', -26.421455468904462, [1.6905272782463119]]"
"['HA_VD', 'HR_VL']","[0.1, 0.9]","[45.0, 90.0]","['W1', 6.349852423280355, [2.7908951809435782]]","['Wp2', -33.36362663262341, [1.5864726237844757]]"
"['HA_VD', 'HR_VL']","[0.2, 0.8]","[45.0, 0.057295779513082325]","['W4', 3.4160980956185223, [2.914422986283281]]","['Wp2', -0.014751296430378869, [1.9770059377234102]]"
"['HA_VD', 'HR_VL']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W1', 4.313373863548282, [2.90338864474427]]","['Wp2', -5.270576556808004, [1.5102515680685509]]"
"['HA_VD', 'HR_VL']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W2', 4.735203887113145, [0.9558956520127359]]","['Wp2', -11.160339779692798, [2.317768567114824]]"
"['HA_VD', 'HR_VL']","[0.2, 0.8]","[45.0, 54.022918311805235]","['W1', 4.973386508208563, [1.2893887113635876]]","['Wp2', -17.294285935826313, [2.0926721154233014]]"
"['HA_VD', 'HR_VL']","[0.2, 0.8]","[45.0, 72.01145915590261]","['W2', 5.1249765083636625, [0.7756302445351428]]","['Wp2', -23.54350861014372, [2.262641680274142]]"
"['HA_VD', 'HR_VL']","[0.2, 0.8]","[45.0, 90.0]","['W2', 5.229527727492694, [3.078057097321503]]","['Wp2', -29.855465263089783, [2.341517736668641]]"
"['HA_VD', 'HR_VL']","[0.3, 0.7]","[45.0, 0.057295779513082325]","['W2', 2.6488888388156613, [2.0112119654953236]]","['Wp2', -0.01189819101190337, [2.103033430579167]]"
"['HA_VD', 'HR_VL']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W1', 3.361029304879838, [1.7656132406053935]]","['Wp2', -4.3898558259138, [0.4558118354854163]]"
"['HA_VD', 'HR_VL']","[0.3, 0.7]","[45.0, 36.03437746770785]","['W1', 3.7127777014985837, [1.0845127838671835]]","['Wp2', -9.47503112268474, [2.470056157308009]]"
"['HA_VD', 'HR_VL']","[0.3, 0.7]","[45.0, 54.022918311805235]","['W1', 3.918122038354346, [1.6950865849627634]]","['Wp2', -14.85739024122019, [1.7591547321216583]]"
"['HA_VD', 'HR_VL']","[0.3, 0.7]","[45.0, 72.01145915590261]","['W1', 4.051750189913992, [2.5417253007706107]]","['Wp2', -20.385610011009643, [1.6531792794005828]]"
"['HA_VD', 'HR_VL']","[0.3, 0.7]","[45.0, 90.0]","['W1', 4.145356507664555, [0.9022674646634105]]","['Wp2', -25.99479697515155, [1.3767615021324426]]"
"['HA_VD', 'HR_VL']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W1', 2.505895956903766, [1.3823914933473307]]","['Wp2', -3.489212423342881, [2.15526431041453]]"
"['HA_VD', 'HR_VL']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W2', 2.7818407056665055, [2.1477927331271958]]","['Wp2', -7.705310083936981, [1.0149509852974614]]"
"['HA_VD', 'HR_VL']","[0.4, 0.6]","[45.0, 54.022918311805235]","['W1', 2.947191535189732, [2.1958753499170878]]","['Wp2', -12.264813610548076, [2.2394566390907675]]"
"['HA_VD', 'HR_VL']","[0.4, 0.6]","[45.0, 72.01145915590261]","['W2', 3.0567544899017296, [1.8554844335226408]]","['Wp2', -17.001945404560487, [1.5124716019041653]]"
"['HA_VD', 'HR_VL']","[0.4, 0.6]","[45.0, 90.0]","['W1', 3.134505422051646, [0.8754536653597088]]","['Wp2', -21.840507103828905, [0.1498037767148341]]"
"['HA_VD', 'HR_VL']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W1', 1.7613915813836802, [1.6037507506900899]]","['Wp2', -2.6041731130605443, [1.2745461930809059]]"
"['HA_VD', 'HR_VL']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W1', 1.9629237624877747, [3.0430482722324688]]","['Wp2', -5.906733367516043, [0.9710342534917669]]"
"['HA_VD', 'HR_VL']","[0.5, 0.5]","[45.0, 54.022918311805235]","['W2', 2.086153405167358, [2.289974579283814]]","['Wp2', -9.581634732521277, [1.9887045402168249]]"
"['HA_VD', 'HR_VL']","[0.5, 0.5]","[45.0, 72.01145915590261]","['W2', 2.168990342108982, [0.7090488002635382]]","['Wp2', -13.463328994736724, [1.9091813343559345]]"
"['HA_VD', 'HR_VL']","[0.5, 0.5]","[45.0, 90.0]","['W1', 2.228399842868206, [1.2342600679263152]]","['Wp2', -17.46808442363038, [0.03987178862535976]]"
"['HA_VD', 'HL_VR']","[0.1, 0.9]","[45.0, 0.057295779513082325]","['W3', 4.259991470358124, [1.1787305315063974]]","['Wp2', -0.017587009845006607, [2.317465186089402]]"
"['HA_VD', 'HL_VR']","[0.1, 0.9]","[45.0, 18.045836623610466]","['W3', 5.234399654353846, [0.9873430960400594]]","['Wp2', -6.10189495620692, [0.29027528035519334]]"
"['HA_VD', 'HL_VR']","[0.1, 0.9]","[45.0, 36.03437746770785]","['W2', 5.823259350070219, [1.7882084315658213]]","['Wp2', -12.718622108367306, [1.3363561657378495]]"
"['HA_VD', 'HL_VR']","[0.1, 0.9]","[45.0, 54.022918311805235]","['W1', 6.081500181209689, [1.4505642163913293]]","['Wp2', -19.526261609101475, [1.8034743085539606]]"
"['HA_VD', 'HL_VR']","[0.1, 0.9]","[45.0, 72.01145915590261]","['W2', 6.241492811454688, [3.081914349174136]]","['Wp2', -26.42145546890452, [2.4221149593341376]]"
"['HA_VD', 'HL_VR']","[0.1, 0.9]","[45.0, 90.0]","['W2', 6.349852423280358, [0.3756572094212085]]","['Wp2', -33.363626632623394, [0.5239708597822987]]"
"['HA_VD', 'HL_VR']","[0.2, 0.8]","[45.0, 0.057295779513082325]","['W3', 3.4160980956185227, [2.1587867981138444]]","['Wp2', -0.014751296430380867, [1.0771484265700642]]"
"['HA_VD', 'HL_VR']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W1', 4.313373863548281, [2.873123906683209]]","['Wp2', -5.270576556807999, [0.5223612440054252]]"
"['HA_VD', 'HL_VR']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W1', 4.735203887113149, [2.4460671266286624]]","['Wp2', -11.160339779692798, [0.747571165531949]]"
"['HA_VD', 'HL_VR']","[0.2, 0.8]","[45.0, 54.022918311805235]","['W1', 4.973386508208566, [2.12333102591472]]","['Wp2', -17.294285935826316, [3.1227124993739683]]"
"['HA_VD', 'HL_VR']","[0.2, 0.8]","[45.0, 72.01145915590261]","['W2', 5.1249765083636625, [1.3126829927745352]]","['Wp2', -23.543508610143718, [2.234841829592066]]"
"['HA_VD', 'HL_VR']","[0.2, 0.8]","[45.0, 90.0]","['W1', 5.229527727492693, [2.0714016537414066]]","['Wp2', -29.855465263089776, [0.18464979983425228]]"
"['HA_VD', 'HL_VR']","[0.3, 0.7]","[45.0, 0.057295779513082325]","['W2', 2.648888838815661, [0.8219134659828851]]","['Wp2', -0.011898191011902703, [1.9016085918194268]]"
"['HA_VD', 'HL_VR']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W2', 3.3610293048798385, [2.670040924830307]]","['Wp2', -4.389855825913812, [1.3831608530567923]]"
"['HA_VD', 'HL_VR']","[0.3, 0.7]","[45.0, 36.03437746770785]","['W2', 3.712777701498582, [0.9716765142404175]]","['Wp2', -9.47503112268474, [2.5483801256989587]]"
"['HA_VD', 'HL_VR']","[0.3, 0.7]","[45.0, 54.022918311805235]","['W2', 3.9181220383543494, [2.426066270871067]]","['Wp2', -14.857390241220191, [0.6486478109992209]]"
"['HA_VD', 'HL_VR']","[0.3, 0.7]","[45.0, 72.01145915590261]","['W1', 4.051750189913991, [2.9301312957695993]]","['Wp2', -20.385610011009657, [2.000613485029639]]"
"['HA_VD', 'HL_VR']","[0.3, 0.7]","[45.0, 90.0]","['W2', 4.1453565076645535, [2.557815110473628]]","['Wp2', -25.994796975151548, [1.2496925519427902]]"
"['HA_VD', 'HL_VR']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W1', 2.5058959569037667, [3.0356555558742553]]","['Wp2', -3.4892124233428796, [1.932763976507178]]"
"['HA_VD', 'HL_VR']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W2', 2.7818407056665064, [1.39009802062345]]","['Wp2', -7.705310083936988, [1.7725036275393793]]"
"['HA_VD', 'HL_VR']","[0.4, 0.6]","[45.0, 54.022918311805235]","['W1', 2.9471915351897326, [1.3992266946685135]]","['Wp2', -12.264813610548075, [0.4412414880492809]]"
"['HA_VD', 'HL_VR']","[0.4, 0.6]","[45.0, 72.01145915590261]","['W2', 3.0567544899017305, [3.065628946644583]]","['Wp2', -17.001945404560484, [0.19860983574168647]]"
"['HA_VD', 'HL_VR']","[0.4, 0.6]","[45.0, 90.0]","['W1', 3.1345054220516464, [2.749352018558831]]","['Wp2', -21.840507103828905, [0.892556504890961]]"
"['HA_VD', 'HL_VR']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W1', 1.7613915813836811, [1.8843171421004916]]","['Wp2', -2.6041731130605434, [0.39700446937682954]]"
"['HA_VD', 'HL_VR']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W1', 1.962923762487774, [1.7351710919549128]]","['Wp2', -5.906733367516044, [0.5357741173716672]]"
"['HA_VD', 'HL_VR']","[0.5, 0.5]","[45.0, 54.022918311805235]","['W1', 2.086153405167357, [2.874406728407637]]","['Wp2', -9.581634732521255, [0.004826951815474476]]"
"['HA_VD', 'HL_VR']","[0.5, 0.5]","[45.0, 72.01145915590261]","['W2', 2.1689903421089824, [2.5572320924822978]]","['Wp2', -13.463328994736719, [1.5545202512553102]]"
"['HA_VD', 'HL_VR']","[0.5, 0.5]","[45.0, 90.0]","['W1', 2.228399842868207, [2.828849198268246]]","['Wp2', -17.468084423630387, [1.5821499360740714]]"
"['HA_VD', 'HD_iVA']","[0.1, 0.9]","[45.0, 54.022918311805235]","['W1', 6.081500181209693, [0.5647080317877263]]","['Wp3', -2.8635448384726097, [1.9177190765431078]]"
"['HA_VD', 'HD_iVA']","[0.1, 0.9]","[45.0, 72.01145915590261]","['W1', 6.241492811454689, [1.6721304308209441]]","['Wp3', -8.98165459259653, [2.54692280746179]]"
"['HA_VD', 'HD_iVA']","[0.1, 0.9]","[45.0, 90.0]","['W2', 6.3498524232803515, [1.8874727205709032]]","['Wp3', -15.423035092903133, [1.6431984090022427]]"
"['HA_VD', 'HD_iVA']","[0.2, 0.8]","[45.0, 54.022918311805235]","['W1', 4.973386508208563, [2.374163691378319]]","['Wp3', -2.423795774914507, [1.8150108282104096]]"
"['HA_VD', 'HD_iVA']","[0.2, 0.8]","[45.0, 72.01145915590261]","['W1', 5.124976508363666, [1.8386064541648441]]","['Wp3', -7.7136966606552795, [2.9875021511716717]]"
"['HA_VD', 'HD_iVA']","[0.2, 0.8]","[45.0, 90.0]","['W1', 5.2295277274926955, [2.8344989090316526]]","['Wp3', -13.385907920067172, [0.09043913487339493]]"
"['HA_VD', 'HD_iVA']","[0.3, 0.7]","[45.0, 54.022918311805235]","['W1', 3.918122038354346, [2.595557185825779]]","['Wp3', -1.9734912467735364, [2.0815675130917923]]"
"['HA_VD', 'HD_iVA']","[0.3, 0.7]","[45.0, 72.01145915590261]","['W2', 4.051750189913993, [2.1232413726659303]]","['Wp3', -6.382182130820747, [0.24594270979734506]]"
"['HA_VD', 'HD_iVA']","[0.3, 0.7]","[45.0, 90.0]","['W2', 4.1453565076645535, [2.9577110351031672]]","['Wp3', -11.212849195227166, [2.1956766270130217]]"
"['HA_VD', 'HD_iVA']","[0.4, 0.6]","[45.0, 54.022918311805235]","['W1', 2.9471915351897313, [1.7130489204715675]]","['Wp3', -1.5304958686170784, [0.4531633699948576]]"
"['HA_VD', 'HD_iVA']","[0.4, 0.6]","[45.0, 72.01145915590261]","['W1', 3.0567544899017594, [0.6316600693267022]]","['Wp3', -5.034896319425845, [3.136287700123747]]"
"['HA_VD', 'HD_iVA']","[0.4, 0.6]","[45.0, 90.0]","['W1', 3.1345054220516473, [1.8050770193526855]]","['Wp3', -8.971567806422925, [2.9704875192751374]]"
"['HA_VD', 'HD_iVA']","[0.5, 0.5]","[45.0, 54.022918311805235]","['W2', 2.0861534051673574, [2.4102242965150205]]","['Wp3', -1.1133667665080011, [0.5917460271485626]]"
"['HA_VD', 'HD_iVA']","[0.5, 0.5]","[45.0, 72.01145915590261]","['W2', 2.168990342108982, [1.4476077014779911]]","['Wp3', -3.727236872602935, [3.0740436726791085]]"
"['HA_VD', 'HD_iVA']","[0.5, 0.5]","[45.0, 90.0]","['W1', 2.2283998428682072, [2.968221795634365]]","['Wp3', -6.746075574021565, [1.868262501795211]]"
"['HA_VD', 'HA_iVD']","[0.1, 0.9]","[45.0, 0.057295779513082325]","['W1', 4.262298904947062, [0.88107548001329]]","['Wp3', -0.022440662950343367, [0.48231811506276745]]"
"['HA_VD', 'HA_iVD']","[0.1, 0.9]","[45.0, 18.045836623610466]","['W4', 5.34611467057127, [2.2480391720270783]]","['Wp3', -7.067894717007624, [2.041555136807441]]"
"['HA_VD', 'HA_iVD']","[0.1, 0.9]","[45.0, 36.03437746770785]","['W2', 5.823259350070217, [1.0909252885362457]]","['Wp3', -14.113348771064903, [1.590097598177671]]"
"['HA_VD', 'HA_iVD']","[0.1, 0.9]","[45.0, 54.022918311805235]","['W2', 6.081500181209687, [2.7708890340589547]]","['Wp3', -21.158802825122187, [1.9984784236858268]]"
"['HA_VD', 'HA_iVD']","[0.1, 0.9]","[45.0, 72.01145915590261]","['W3', 6.241492811454686, [2.73749506436532]]","['Wp3', -28.20425687917946, [2.0537609642452495]]"
"['HA_VD', 'HA_iVD']","[0.1, 0.9]","[45.0, 90.0]","['W3', 6.349852423280355, [2.2584334206688617]]","['Wp3', -35.24971093323674, [0.03636189907291751]]"
"['HA_VD', 'HA_iVD']","[0.2, 0.8]","[45.0, 0.057295779513082325]","['W3', 3.416387149405529, [2.8677265933092855]]","['Wp3', -0.020550738208274646, [1.4833585500059483]]"
"['HA_VD', 'HA_iVD']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W1', 4.313373863548281, [1.5345605643558704]]","['Wp3', -6.4726454086623235, [2.92849804524084]]"
"['HA_VD', 'HA_iVD']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W3', 4.735203887113145, [1.6184181970276725]]","['Wp3', -12.924740079116372, [1.3042188607869751]]"
"['HA_VD', 'HA_iVD']","[0.2, 0.8]","[45.0, 54.022918311805235]","['W4', 4.973386508208561, [1.9316420190572796]]","['Wp3', -19.37683474957042, [2.4257800328730386]]"
"['HA_VD', 'HA_iVD']","[0.2, 0.8]","[45.0, 72.01145915590261]","['W4', 5.1249765083636625, [2.097996852186247]]","['Wp3', -25.828929420024465, [1.2504097050867724]]"
"['HA_VD', 'HA_iVD']","[0.2, 0.8]","[45.0, 90.0]","['W4', 5.229527727492695, [2.7253464228152735]]","['Wp3', -32.28102409047851, [1.7915898331510185]]"
"['HA_VD', 'HA_iVD']","[0.3, 0.7]","[45.0, 0.057295779513082325]","['W2', 2.648888838815661, [2.509151418577725]]","['Wp3', -0.018455477283199965, [2.9135187518798844]]"
"['HA_VD', 'HA_iVD']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W3', 3.3610293048798376, [2.223019732290431]]","['Wp3', -5.8127235669657775, [0.4259374412690908]]"
"['HA_VD', 'HA_iVD']","[0.3, 0.7]","[45.0, 36.03437746770785]","['W4', 3.7127777014985828, [0.43620782431659466]]","['Wp3', -11.606991656648354, [2.454818663357974]]"
"['HA_VD', 'HA_iVD']","[0.3, 0.7]","[45.0, 54.022918311805235]","['W4', 3.918122038354346, [1.2679505342801722]]","['Wp3', -17.401259746330936, [0.02963065378257562]]"
"['HA_VD', 'HA_iVD']","[0.3, 0.7]","[45.0, 72.01145915590261]","['W3', 4.0517501899139905, [2.6760704967434474]]","['Wp3', -23.19552783601351, [1.0150190443446925]]"
"['HA_VD', 'HA_iVD']","[0.3, 0.7]","[45.0, 90.0]","['W2', 4.1453565076645535, [2.742584333738222]]","['Wp3', -28.98979592569609, [0.17489774810421516]]"
"['HA_VD', 'HA_iVD']","[0.4, 0.6]","[45.0, 0.057295779513082325]","['W3', 1.9674726972033625, [2.5489248067899557]]","['Wp3', -0.016175815329680883, [1.6226819731201678]]"
"['HA_VD', 'HA_iVD']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W1', 2.5058959569037658, [2.091567681944334]]","['Wp3', -5.094722912819062, [1.1818023595390823]]"
"['HA_VD', 'HA_iVD']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W2', 2.7818407056665064, [1.9149101401347137]]","['Wp3', -10.173270010308439, [1.7120422676266744]]"
"['HA_VD', 'HA_iVD']","[0.4, 0.6]","[45.0, 54.022918311805235]","['W1', 2.9471915351897335, [3.0955897528907252]]","['Wp3', -15.251817107797823, [0.5931140994942636]]"
"['HA_VD', 'HA_iVD']","[0.4, 0.6]","[45.0, 72.01145915590261]","['W2', 3.0567544899017296, [1.4920051842712831]]","['Wp3', -20.330364205287204, [1.7123455515031447]]"
"['HA_VD', 'HA_iVD']","[0.4, 0.6]","[45.0, 90.0]","['W4', 3.1345054220516464, [2.188465825866791]]","['Wp3', -25.408911302776588, [1.2508519743191553]]"
"['HA_VD', 'HA_iVD']","[0.5, 0.5]","[45.0, 0.057295779513082325]","['W1', 1.3789472940610243, [1.8377507273638416]]","['Wp3', -0.013734529976403582, [1.2899595560167594]]"
"['HA_VD', 'HA_iVD']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W1', 1.7613915813836813, [1.4976273164040663]]","['Wp3', -4.325817471418947, [1.7685551898700238]]"
"['HA_VD', 'HA_iVD']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W3', 1.9629237624877716, [2.4262972688440394]]","['Wp3', -8.637900412861494, [1.760683726292958]]"
"['HA_VD', 'HA_iVD']","[0.5, 0.5]","[45.0, 54.022918311805235]","['W4', 2.086153405167356, [1.204275918849971]]","['Wp3', -12.949983354304038, [0.03866842239008312]]"
"['HA_VD', 'HA_iVD']","[0.5, 0.5]","[45.0, 72.01145915590261]","['W3', 2.168990342108981, [1.9579344906238838]]","['Wp3', -17.262066295746585, [1.6520819781162601]]"
"['HA_VD', 'HA_iVD']","[0.5, 0.5]","[45.0, 90.0]","['W1', 2.228399842868205, [2.797811898460029]]","['Wp3', -21.57414923718913, [0.5729168841570552]]"
"['HA_iVD', 'psi plus, psi minus']","[0.1, 0.9]","[45.0, 0.057295779513082325]","['W4', 0.022488686660125934, [0.39807070371644365]]","['Wp3', -17.596493271968505, [0.5153387386374245]]"
